1:1	Am|on-the Anfang|beginning schuf|create Gott|God Himmel|heaven und|and Erde|earth
5:18	Jared|Jared war|live hundertzweiundsechzig|hundred Jahre|year alt|live und|and zeugte|beget Henoch|Enoch
5:19	und|and er|Jared lebte|live darnach|after achthundert|eight Jahre|year und|and zeugte|beget Söhne|old und|and Töchter|daughter
5:20	daß|Jared sein|his ganzes|all Alter|time ward|was neunhundert|nine und|year zweiundsechzig|two Jahre|year und|and starb|die
5:21	Henoch|Enoch war|live fünfundsechzig|five Jahre|year alt|live und|and zeugte|beget Methusalah|Methuselah
5:22	Und|and nachdem|when er|Enoch Methusalah|Methuselah gezeugt|fathered hatte|beget blieb|go er|he in|in einem|a göttlichen|God Leben|life dreihundert|three Jahre|year und|and zeugte|beget Söhne|old und|and Töchter|daughter
5:23	daß|Enoch sein|his ganzes|all Alter|time ward|was dreihundertfünfundsechzig|three Jahre|year
5:24	Und|and dieweil|since er|Enoch ein|a göttliches|God Leben|life führte|go nahm|took ihn|him Gott|God hinweg|take und|and er|he ward|was nicht|not mehr|more gesehen|seen
5:25	Methusalah|Methuselah war|live hundertsiebenundachtzig|hundred Jahre|year alt|live und|and zeugte|beget Lamech|Lamech
5:26	und|Methuselah lebte|live darnach|after siebenhundert|seven und|and zweiundachtzig|two Jahre|year und|and zeugte|beget Söhne|old und|and Töchter|daughter
5:27	daß|Methuselah sein|his ganzes|all Alter|time ward|was neunhundert|nine und|and neunundsechzig|nine Jahre|year und|and starb|die
5:28	Lamech|Lamech war|live hundertzweiundachtzig|hundred Jahre|year alt|live und|and zeugte|beget einen|a Sohn|old
5:29	und|and hieß|call ihn|him Noah|Noah und|and sprach|said Der|the wird|will uns|us trösten|comfort in|in unsrer|our Mühe|sorrow und|and Arbeit|work auf|stringed instrument der|the Erde|earth die|the der|the HERR|GOD verflucht|cursed hat|has
5:30	Darnach|after lebte|live er|Lamech fünfhundert|five und|and fünfundneunzig|five Jahre|year und|and zeugte|beget Söhne|old und|and Töchter|daughter
5:31	daß|that sein|his ganzes|whole Alter|age ward|was siebenhundert|seven-hundred siebenundsiebzig|seventy-seven Jahre|years und|and starb|died
5:32	Noah|Noah war|was fünfhundert|five Jahre|year alt|old und|Noah zeugte|beget Sem|Shem Ham|Ham und|and Japheth|Japheth
6:1	Da|then sich|himself aber|but die|the Menschen|man begannen|begin zu|to mehren|increased auf|above Erden|earth und|and ihnen|them Töchter|daughter geboren|born wurden|beget
6:2	da|then sahen|see die|the Kinder|old Gottes|of-God nach|see den|the Töchtern|daughter der|the Menschen|man wie|as sie|therein schön|good waren|were und|and nahmen|take zu|to Weibern|wives welche|which sie|they wollten|wanted
6:3	Da|then sprach|said der|the HERR|GOD Die|the Menschen|man wollen|will sich|themselves von|from meinem|my Geist|spirit nicht|not mehr|ever strafen|be-judged lassen|let denn|for sie|they sind|are Fleisch|flesh Ich|I will|will ihnen|them noch|yet Frist|time geben|give hundertundzwanzig|hundred-twenty Jahre|years
6:4	Es|it waren|were auch|also zu|to den|the Zeiten|time Tyrannen|giant auf|on Erden|earth denn|for da|then die|the Kinder|old Gottes|of-God zu|to den|the Töchtern|daughter der|the Menschen|man eingingen|went-in und|and sie|they ihnen|them Kinder|sons gebaren|beget wurden|were daraus|walk Gewaltige|mighty in|in der|the Welt|prepare und|and berühmte|name Männer|men
6:5	Da|then aber|but der|the HERR|GOD sah|see daß|that der|the Menschen|man Bosheit|evil groß|many war|was auf|on Erden|earth und|and alles|all Dichten|imagination und|and Trachten|thought ihres|her Herzens|heart nur|but böse|evil war|was immerdar|time
6:6	da|then reute|regretted es|comfort ihn|GOD daß|that er|he die|the Menschen|man gemacht|made hatte|make auf|on Erden|earth und|and es|it bekümmerte|grieve ihn|him in|in seinem|his Herzen|heart
6:7	und|and er|GOD sprach|said Ich|I will|will die|the Menschen|man die|the ich|I gemacht|made habe|create vertilgen|destroy von|face der|the Erde|earth vom|from-the Menschen|man an|to bis|until auf|ever das|the Vieh|livestock und|and bis|until auf|on das|the Gewürm|that creepeth und|and bis|until auf|on die|the Vögel|fowl unter|under dem|the Himmel|heaven denn|for es|it reut|regret mich|comfort daß|that ich|I sie|they gemacht|made habe|make
6:8	Aber|but Noah|Noah fand|find Gnade|grace vor|eye dem|the HERRN|GOD
6:9	Dies|this ist|is das|the Geschlecht|generations Noahs|Noah Noah|Noah war|was ein|a frommer|righteous Mann|man und|and ohne|without Tadel|blameless und|and führte|walked ein|a göttliches|with-God Leben|life zu|in seinen|his Zeiten|generation
6:10	und|and zeugte|begot drei|three Söhne|sons Sem|Shem Ham|Ham und|and Japheth|Japheth
6:11	Aber|but die|the Erde|earth war|was verderbt|destroy vor|before Gottes|of-God Augen|face und|and voll|fill Frevels|violence
6:12	Da|then sah|see Gott|God auf|on die|the Erde|earth und|and siehe|behold sie|they war|was verderbt|destroy denn|for alles|all Fleisch|flesh hatte|had seinen|his Weg|way verderbt|destroy auf|on Erden|earth
6:13	Da|then sprach|said Gott|God zu|to Noah|Noah Alles|all Fleisches|flesh Ende|end ist|is vor|before mich|face gekommen|come denn|for die|the Erde|earth ist|is voll|fill Frevels|violence von|from ihnen|face und|and siehe|behold da|then ich|I will|will sie|they verderben|destroy mit|with der|the Erde|earth
6:14	Mache|make dir|you einen|a Kasten|ark von|from Tannenholz|gopher und|and mache|make Kammern|nest darin|ark und|and verpiche|atonement ihn|him mit|with Pech|ransom inwendig|household und|and auswendig|without
6:15	Und|and mache|make ihn|him also|so Dreihundert|three Ellen|cubits sei|be die|the Länge|length fünfzig|fifty Ellen|cubits die|the Weite|breadth und|and dreißig|thirty Ellen|cubits die|the Höhe|height
6:16	Ein|a Fenster|noon sollst|shall du|you daran|ark machen|make obenan|upward eine|a Elle|cubit groß|great Die|the Tür|door sollst|shall du|you mitten|in-the-midst in|in seine|his Seite|side setzen|put Und|and er|he soll|shall drei|three Boden|decks haben|make einen|a unten|lowest den|the andern|another in|in der|the Mitte|second den|the dritten|third in|in der|the Höhe|height
6:17	Denn|for siehe|behold ich|I will|will eine|a Sintflut|flood mit|with Wasser|water kommen|come lassen|let auf|on Erden|earth zu|to verderben|destroy alles|all Fleisch|flesh darin|in-it ein|a lebendiger|live Odem|wind ist|is unter|Toah dem|the Himmel|heaven Alles|all (manner was|what auf|on Erden|earth ist|is soll|shall untergehen|die
6:18	Aber|but mit|with dir|you will|will ich|I einen|a Bund|covenant aufrichten|arise und|and du|you sollst|shall in|in den|the Kasten|ark gehen|go mit|with deinen|your Söhnen|old mit|with deinem|your Weibe|wife und|and mit|with deiner|your Söhne|old Weibern|wives
6:19	Und|and du|you sollst|shall in|in den|the Kasten|ark tun|do allerlei|every Tiere|live von|from allem|all Fleisch|flesh je|two ein|a Paar|two Männlein|male und|and Weiblein|female daß|that sie|they lebendig|alive bleiben|live bei|with dir|you
6:20	Von|from den|the Vögeln|fowl nach|after ihrer|their Art|kind von|from dem|the Vieh|livestock nach|after seiner|his Art|kind und|and von|from allerlei|every Gewürm|that creepeth auf|on Erden|earth nach|after seiner|his Art|kind von|from den|the allen|all soll|shall je|two ein|a Paar|two zu|to dir|you hineingehen|come daß|that sie|they leben|life bleiben|live
6:21	Und|and du|you sollst|shall allerlei|every Speise|meat zu|to dir|you nehmen|take die|the man|one ißt|eat und|and sollst|shall sie|they bei|with dir|you sammeln|gather daß|that sie|they dir|you und|and ihnen|them zur|to-the Nahrung|occupation da|then sei|be
6:22	Und|and Noah|Noah tat|make alles|all was|what ihm|him Gott|God gebot|command
7:1	Und|and der|the HERR|GOD sprach|said zu|to Noah|Noah Gehe|go in|in den|the Kasten|ark du|you und|and dein|your ganzes|all Haus|household denn|for ich|I habe|have dich|you gerecht|righteous ersehen|see vor|before mir|face zu|to dieser|this Zeit|generation
7:2	Aus|from allerlei|every reinem|clean Vieh|livestock nimm|take zu|to dir|you je|two sieben|seven und|and sieben|seven das|the Männlein|male und|and sein|his Weiblein|female von|from dem|the unreinen|clean Vieh|livestock aber|but je|two ein|a Paar|two das|the Männlein|male und|and sein|his Weiblein|female
7:3	Desgleichen|also von|from den|the Vögeln|fowl unter|under dem|the Himmel|heaven je|two sieben|seven und|and sieben|seven das|the Männlein|male und|and sein|his Weiblein|female auf|on daß|that Same|seed lebendig|live bleibe|face auf|on dem|the ganzen|whole Erdboden|earth
7:4	Denn|for von|from nun|now an|— über|in sieben|seven Tage|days will|will ich|I regnen|rain lassen|let auf|on Erden|earth vierzig|forty Tage|days und|and vierzig|forty Nächte|nights und|and vertilgen|destroy von|from dem|the Erdboden|earth alles|every was|thing Wesen|that hat|has-substance was|which ich|I gemacht|made habe|have
7:5	Und|and Noah|Noah tat|make alles|all was|what ihm|him der|the HERR|GOD gebot|command
7:6	Er|Noah war|was aber|but sechshundert|six Jahre|year alt|old da|then das|the Wasser|water der|the Sintflut|flood auf|on Erden|earth kam|came
7:7	Und|and er|Noah ging|went in|in den|the Kasten|ark mit|with seinen|his Söhnen|old seinem|his Weibe|wife und|and seiner|his Söhne|old Weibern|wives vor|face dem|the Gewässer|water der|the Sintflut|flood
7:8	Von|from dem|the reinen|clean Vieh|livestock und|and von|from dem|the unreinen|unclean von|from den|the Vögeln|fowl und|and von|from allem|all Gewürm|creep auf|on Erden|earth
7:9	gingen|went zu|to ihm|Noah in|in den|the Kasten|ark paarweise|by-pairs je|— ein|a Männlein|male und|and Weiblein|female wie|as ihm|Noah Gott|God geboten|commanded hatte|—
7:10	Und|and da|then die|the sieben|seven Tage|time vergangen|passed waren|were kam|came das|the Gewässer|water der|the Sintflut|flood auf|on Erden|earth
7:11	In|year dem|the sechshundertsten|six Jahr|year des|of-the Alters|live Noahs|Noah am|on-the siebzehnten|seven Tage|time des|of-the zweiten|second Monats|month das|the ist|is der|this Tag|time da|then aufbrachen|cleave alle|all Brunnen|fountain der|the großen|many Tiefe|deep und|and taten|did sich|himself auf|open die|the Fenster|window des|of-the Himmels|heaven
7:12	und|and kam|came ein|a Regen|rain auf|on Erden|earth vierzig|forty Tage|time und|and vierzig|forty Nächte|night
7:13	Eben|on-that am|on-the selben|bone Tage|time ging|went Noah|Noah in|in den|the Kasten|ark mit|with Sem|Shem Ham|Ham und|and Japheth|Japheth seinen|Noah Söhnen|old und|and mit|with seinem|Noah Weibe|wife und|and seiner|his Söhne|old drei|three Weibern|wives
7:14	dazu|walk allerlei|every Getier|live nach|after seiner|his Art|kind allerlei|every Vieh|livestock nach|after seiner|his Art|kind allerlei|every Gewürm|that creepeth das|the auf|on Erden|earth kriecht|creep nach|after seiner|his Art|kind und|and allerlei|every Vögel|fowl nach|after ihrer|their Art|kind alles|all was|what fliegen|creature konnte|bird alles|all was|what Fittiche|wing hatte|had
7:15	das|the ging|went alles|all zu|to Noah|Noah in|in den|the Kasten|ark paarweise|two von|from allem|all Fleisch|flesh darin|in-it ein|a lebendiger|live Geist|wind war|was
7:16	Und|and das|the waren|were Männlein|male und|and Weiblein|female von|from allerlei|every Fleisch|flesh und|and gingen|went hinein|in wie|as denn|for Gott|God ihm|him geboten|commanded hatte|command Und|and der|the HERR|GOD schloß|shut hinter|behind ihm|him zu|shut
7:17	Da|then kam|came die|the Sintflut|flood vierzig|forty Tage|time auf|on Erden|earth und|and die|the Wasser|water wuchsen|multiply und|and hoben|bear den|the Kasten|ark auf|bear und|and trugen|bore ihn|him empor|exalt über|over die|the Erde|earth
7:18	Also|so nahm|took das|the Gewässer|water überhand|prevail und|and wuchs|multiply sehr|very auf|on Erden|earth daß|that der|the Kasten|ark auf|face dem|the Gewässer|water fuhr|go
7:19	Und|and das|the Gewässer|water nahm|took überhand|prevail und|and wuchs|grew so|then sehr|very auf|on Erden|earth daß|that alle|all hohen|high Berge|mountain unter|Toah dem|the ganzen|whole Himmel|heaven bedeckt|covered wurden|cover
7:20	Fünfzehn|ten Ellen|cubits hoch|upward ging|prevail das|the Gewässer|water über|prevail die|the Berge|mountain die|the bedeckt|covered wurden|cover
7:21	Da|then ging|die alles|all Fleisch|flesh unter|die das|the auf|on Erden|earth kriecht|creep an|to Vögeln|fowl an|to Vieh|livestock an|to Tieren|live und|and an|to allem|creep was|what sich|himself regt|creep auf|on Erden|earth und|and alle|all Menschen|man
7:22	Alles|all was|what einen|a lebendigen|wind Odem|breath hatte|had auf|on dem|the Trockenen|dry das|the starb|die
7:23	Also|so ward|was vertilgt|destroy alles|all was|what auf|face dem|the Erdboden|earth war|substance vom|from-the Menschen|man an|to bis|until auf|on das|the Vieh|livestock und|and das|the Gewürm|that creepeth und|and auf|on die|the Vögel|fowl unter|under dem|the Himmel|heaven das|the ward|was alles|all von|from der|the Erde|earth vertilgt|destroy Allein|only Noah|Noah blieb|stayed übrig|leave und|and was|what mit|with ihm|him in|in dem|the Kasten|ark war|was
7:24	Und|and das|the Gewässer|water stand|prevail auf|on Erden|earth hundertundfünfzig|hundred Tage|time
8:1	Da|then gedachte|remember Gott|God an|to Noah|Noah und|and an|to alle|all Tiere|live und|and an|to alles|all Vieh|livestock das|the mit|with ihm|him in|in dem|the Kasten|ark war|was und|and ließ|had Wind|wind auf|above Erden|earth kommen|pass und|and die|the Wasser|water fielen|pacified
8:2	und|and die|the Brunnen|fountain der|the Tiefe|deep wurden|were verstopft|stopped samt|along-with den|the Fenstern|windows des|of-the Himmels|heaven und|and dem|the Regen|rain vom|from-the Himmel|heaven ward|was gewehrt|stayed
8:3	und|and das|the Gewässer|water verlief|return sich|himself von|from der|the Erde|earth immer|continually mehr|more und|and nahm|took ab|want nach|end hundertfünfzig|hundred Tagen|time
8:4	Am|on-the siebzehnten|ten Tage|time des|of-the siebenten|seventh Monats|month ließ|rest sich|himself der|the Kasten|ark nieder|rest auf|on das|the Gebirge|mountain Ararat|of-Ararat
8:5	Es|it nahm|took aber|but das|the Gewässer|water immer|continually mehr|more ab|want bis|ever auf|on den|the zehnten|tenth Monat|month Am|on-the ersten|firstborn Tage|days des|of-the zehnten|tenth Monats|month sahen|see der|the Berge|mountain Spitzen|head hervor|see
8:6	Nach|end vierzig|forty Tagen|time tat|open Noah|Noah das|the Fenster|window auf|open an|to dem|the Kasten|ark das|the er|he gemacht|made hatte|make
8:7	und|and ließ|send einen|a Raben|raven ausfliegen|send der|the flog|bring immer|continually hin|bring und|and wieder|return her|here bis|until das|the Gewässer|water vertrocknete|withered auf|on Erden|earth
8:8	Darnach|after ließ|send er|he eine|a Taube|dove von|from sich|himself ausfliegen|send auf|on daß|that er|he erführe|see ob|whether das|the Gewässer|water gefallen|curse wäre|was auf|face Erden|earth
8:9	Da|then aber|but die|the Taube|dove nicht|not fand|find da|then ihr|you Fuß|hand ruhen|rest konnte|could kam|came sie|they wieder|return zu|to ihm|him in|in den|the Kasten|ark denn|for das|the Gewässer|water war|was noch|still auf|face dem|the ganzen|whole Erdboden|earth Da|then tat|did er|he die|the Hand|by heraus|send und|and nahm|take sie|they zu|to sich|himself in|in den|the Kasten|ark
8:10	Da|then harrte|pain er|he noch|still weitere|another sieben|seven Tage|time und|and ließ|send abermals|more eine|a Taube|dove fliegen|creature aus|from dem|the Kasten|ark
8:11	Die|it kam|came zu|to ihm|him zur|to-the Abendzeit|evening und|and siehe|behold ein|a Ölblatt|olive hatte|had sie|it abgebrochen|plucked und|and trug|bore s|IT in|in ihrem|her Munde|mouth Da|then merkte|knew Noah|Noah daß|that das|the Gewässer|water gefallen|subsided wäre|had auf|on Erden|earth
8:12	Aber|but er|he harrte|hope noch|still weiter|further sieben|seven Tage|time und|and ließ|send eine|a Taube|dove ausfliegen|send die|the kam|return nicht|testify wieder|return zu|to ihm|him
8:13	Im|in-the sechshundertundersten|six Jahr|year des|of-the Alters|life Noahs|of-Noah am|on-the ersten|firstborn Tage|days des|of-the ersten|first Monats|month vertrocknete|waste das|the Gewässer|water auf|on Erden|earth Da|then tat|depart Noah|Noah das|the Dach|covering von|depart dem|the Kasten|ark und|and sah|see daß|that der|the Erdboden|face trocken|drying war|waste
8:14	Also|so ward|was die|the Erde|earth ganz|all trocken|withered am|on-the siebenundzwanzigsten|seven Tage|time des|of-the zweiten|second Monats|month
